"name";2007-05-05;2007-06-04;2007-07-04;2007-08-03;2007-09-02;2007-10-02;2007-11-01;2007-12-01;2007-12-31;2008-01-30;2008-02-29;2008-03-30;2008-04-29;2008-05-29;2008-06-28;2008-07-28;2008-08-27;2008-09-26;2008-10-26;2008-11-25;2008-12-25;2009-01-24;2009-02-23;2009-03-25;2009-04-24;2009-05-24;2009-06-23;2009-07-23;2009-08-22;2009-09-21;2009-10-21;2009-11-20;2009-12-20;2010-01-19;2010-02-18;2010-03-20;2010-04-19;2010-05-19;2010-06-18;2010-07-18;2010-08-17;2010-09-16;2010-10-16;2010-11-15;2010-12-15;2011-01-14;2011-02-13;2011-03-15;2011-04-14;2011-05-14;2011-06-13;2011-07-13;2011-08-12;2011-09-11;2011-10-11;2011-11-10;2011-12-10;2012-01-09;2012-02-08;2012-03-09;2012-04-08;2012-05-08;2012-06-07;2012-07-07;2012-08-06;2012-09-05;2012-10-05;2012-11-04;2012-12-04;2013-01-03;2013-02-02;2013-03-04;2013-04-03;2013-05-03;2013-06-02;2013-07-02;2013-08-01;2013-08-31;2013-09-30;2013-10-30;2013-11-29;2013-12-29;2014-01-28;2014-02-27;2014-03-29;2014-04-28;2014-05-28;2014-06-27;2014-07-27;2014-08-26;2014-09-25;2014-10-25;2014-11-24;2014-12-24;2015-01-23;2015-02-22;2015-03-24;2015-04-23;2015-05-23;2015-06-22;2015-07-22;2015-08-21;2015-09-20;2015-10-20;2015-11-19;2015-12-19;2016-01-18;2016-02-17;2016-03-18;2016-04-17;2016-05-17;2016-06-16;2016-07-16;2016-08-15;2016-09-14;2016-10-14;2016-11-13;2016-12-13;2017-01-12;2017-02-11;2017-03-13;2017-04-12;2017-05-12;2017-06-11;2017-07-11;2017-08-10;2017-09-09;2017-10-09;2017-11-08;2017-12-08;2018-01-07;2018-02-06;2018-03-08;2018-04-07;2018-05-07;2018-06-06;2018-07-06;2018-08-05;2018-09-04;2018-10-04;2018-11-03;2018-12-03;2019-01-02
"Fort Minor (Featuring Mr. Hahn)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,014853756;0,084173641;0,20283846;0,29854947;0,33865011;0,3482928;0,34952886;0,34754485;0,34557209;0,34361054;0,34166012;0,33972077;0,33779243;0,33587504;0,33396853;0,33207284;0,33018791;0,32831368;0,32645009;0,32459708;0,32275458;0,32092255;0,31910091;0,31728961;0,3154886;0,31369781;0,31191718;0,31014666;0,30838619;0,30663571;0,30489517;0,31293281;0,33876716;0,36478559;0,37467514;0,37376686;0,37164526;0,36953571;0,36743814;0,36535246;0,36327863;0,36121657;0,35916622;0,3571275;0,35510035;0,35308472;0,35108052;0,3490877;0,34710619;0,34513593;0,34317685;0,34122889;0,33929199;0,33736608;0,33545111;0,33354701;0,33165371;0,32977116;0,3278993;0,32603806;0,32418738;0,32234722;0,32051749;0,31869815;0,31688914;0,3150904;0,31330187;0,31152349;0,3097552;0,30799696;0,30624869;0,30451034;0,30278187;0,3010632;0,29935429;0,29765508;0,29596552;0,29428554;0,2926151;0,29095415;0,28930262;0,28766047;0,28602763;0,28440407
"Pezz";0;0;0;0;0;0;0;0;0;0;0;0,019957877;0,099998189;0,23300385;0,34558646;0,38706714;0,39453122;0,3960741;0,3983392;0,39892566;0,39719451;0,39493993;0,39269816;0,39188855;0,39331604;0,39571714;0,39927574;0,40369648;0,40609828;0,40476576;0,40246821;0,4001837;0,39791216;0,39565351;0,39340768;0,3911746;0,3889542;0,3867464;0,38455113;0,38236832;0,3801979;0,3780398;0,37589395;0,37376028;0,37163873;0,36952921;0,37660116;0,40372716;0,43151845;0,43993357;0,43779585;0,43531081;0,43283987;0,43038297;0,42794001;0,42551091;0,4230956;0,42069401;0,41830604;0,41593163;0,4135707;0,41122317;0,40888896;0,40656801;0,40426023;0,40196554;0,39968389;0,39741518;0,39515935;0,39291633;0,39068604;0,38846841;0,38626336;0,38410728;0,38546411;0,39485803;0,40684529;0,41027359;0,40794477;0,40562918;0,40332672;0,40103734;0,39876095;0,39649749;0,39424687;0,39200902;0,38978388;0,38757137;0,38537142;0,38318395;0,38100891;0,3788462;0,37669578;0,37455756;0,37243148;0,37031746;0,36821545;0,36612536;0,36404714;0,36198072;0,35992603;0,357883;0,35585157;0,35383166;0,35182323;0,34982619;0,34784049;0,34586606;0,34390284;0,34195076;0,34000976;0,33807978;0,33616075;0,33425262;0,33235532;0,33046879;0,32859296;0,32672779;0,3248732;0,32302914;0,32119554;0,31937236;0,31755952;0,31575697;0,31396466;0,31218251;0,31041049;0,30864852;0,30689655;0,30515453;0,3034224;0,3017001;0,29998757;0,29828477;0,29659163;0,2949081;0,29323413;0,29156966;0,28991464;0,28826901;0,28663272;0,28500572;0,28338796
"Sabaton";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00032304841;0,0023177367;0,0056212922;0,0081896743;0,0088097297;0,0087597235;0,0087100011;0,008660561;0,009012227;0,011391867;0,015316605;0,017781106;0,018228468;0,018124999;0,018022117;0,017919819;0,017818101;0,017716961;0,018262868;0,024697215;0,044153538;0,066961801;0,076831086;0,077200742;0,076762531;0,076326808;0,075893558;0,075462767;0,075034421;0,074608507;0,074185011;0,073763918;0,073345216;0,07292889;0,072514927;0,072103314;0,071694038;0,071287085;0,070882441;0,070480095;0,070080032;0,06968224;0,069286706;0,068893418;0,068502361;0,068113525;0,067726895;0,067342461;0,066960208;0,066580125;0,0662022;0,065826419;0,065452772;0,065081246;0,064711828;0,064344508;0,063979272;0,06361611;0,063255009;0,062895958;0,062538945;0,062183958;0,061830986;0,061480018;0,061131042;0,060784047;0,060439021;0,060095954;0,059754835;0,059415651;0,059078393;0,05874305;0,058409609;0,058078062;0,057748396;0,057420602;0,057094668;0,056770584;0,05644834;0,056127925;0,055809329;0,055492542;0,055177552;0,05486435;0,054552927;0,054243271;0,053935372;0,053629222;0,053324809;0,053022124;0,052721157;0,052421898;0,058286193;0,075129308;0,099396004;0,11594057;0,12198627;0,12279686;0,12209983;0,12140677;0,12071763;0,12003241;0,11935107;0,11867361;0,11799998;0,11733019;0,11666419;0,11600198;0,11534352;0,13791006;0,18010991;0,21000351;0,22086092;0,22044807;0,21919675;0,22331056;0,24111031;0,27013414
"Miguel Rios";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0037915325;0,018220809;0,048974465;0,096272867;0,15060291;0,1865784;0,20324625;0,22784054;0,26411433
"Primordial";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0010083632;0,0064872745;0,01481027;0,020032269;0,020942682;0,020823806;0,020705605;0,020588075;0,020471212;0,020355012;0,020239472;0,02173004;0,027992536;0,037961142;0,043576293;0,049178025;0,084469769;0,1576038;0,269026;0,38389751;0,45381711;0,46922721;0,46693523;0,46428479;0,4616494;0,45902896;0,45642339;0,45383262;0,45125655;0,44869511;0,4461482;0,44361575;0,44109768;0,4385939;0,43610433;0,43362889;0,43116751;0,42872009;0,42628657;0,42386686;0,42146089;0,41906857;0,41668983;0,41432459;0,41197278;0,40963432;0,40730914;0,40499715;0,40269828;0,40041247;0,39813963;0,39587969;0,39363257;0,39139822;0,38917654;0,38696748;0,38477095;0,3825869;0,38041524;0,37825591;0,37610883;0,37397394;0,37185117;0,36974045;0,36764171;0,36555489;0,36347991;0,3614167;0,35936521;0,35732537;0,3552971;0,35328034;0,35127503;0,34928111;0,3472985;0,34532715;0,34336699;0,34141795;0,33947998;0,337553;0,33563697;0,33373181;0,33183746;0,32995387;0,32808097;0,3262187;0,324367;0,32252581;0,32069507;0,31887473;0,31706472;0,31526498;0,31347545;0,31169609;0,30992682;0,3081676;0,30641837;0,30467906;0,30294962;0,30123001;0,29952015;0,29782;0,2961295;0,29444859;0,29277723;0,29111535;0,28946291;0,28781984;0,28618611;0,28456164;0,2829464
"Lina";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,031049409;0,13232532;0,2396683;0,29443802;0,30101756;0,29930891;0,29760996;0,29592065;0,29424093;0,29257074;0,29091004;0,28925876;0,28761685;0,28598427;0,28436095;0,28274685
"Keane";0,00022429535;0,0072099583;0,01372837;0,016742075;0,016950948;0,01685473;0,016759059;0,01666393;0,016569341;0,01647529;0,016381772;0,016288785;0,016196326;0,016104391;0,016012979;0,015922085;0,015831707;0,015741842;0,015652488;0,01556364;0,015475297;0,015387456;0,015300113;0,015213265;0,015126911;0,015041047;0,01495567;0,014870778;0,014953982;0,018369714;0,026155755;0,033738238;0,036423314;0,036216566;0,036010992;0,035806585;0,035603337;0,035401244;0,035200298;0,035000492;0,03480182;0,034604277;0,034407854;0,034412558;0,039984252;0,059671907;0,084242096;0,094966965;0,094783098;0,094245086;0,093710127;0,093178205;0,092649302;0,092123402;0,091600486;0,091080539;0,090563543;0,090049481;0,089538338;0,089030096;0,088524739;0,08802225;0,087522614;0,087025814;0,086531833;0,086040657;0,087716849;0,093320167;0,10040963;0,10376167;0,10350653;0,102919;0,10233481;0,10175393;0,10117635;0,10060205;0,100031;0,099463202;0,098898624;0,098337251;0,097779064;0,097224046;0,096672178;0,096123442;0,095577822;0,095035298;0,094495854;0,093959472;0,093426134;0,092895824;0,092368524;0,091844217;0,091322886;0,090804515;0,090289086;0,089776582;0,089266988;0,089759891;0,098328088;0,11727705;0,13339807;0,13722492;0,13644599;0,13567149;0,13490139;0,13413565;0,13337426;0,1326172;0,13186443;0,13199888;0,1469353;0,17722919;0,20844716;0,2270987;0,23973384;0,26649373;0,30279014;0,32084089;0,32252004;0,32068934;0,31886903;0,31705905;0,31525934;0,31346985;0,31169052;0,30992128;0,30816209;0,30641289;0,30467361;0,30294421;0,30122462;0,29951479;0,29781467;0,2961242;0,29444333;0,29277199;0,29111014;0,28945773;0,2878147;0,28618099;0,28455655;0,28294134;0,28133529
"Vampire Weekend";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,3807166e-05;0,0018336387;0,0057683866;0,0096011185;0,010984912;0,010922558;0,010860559;0,010798912;0,010737615;0,010676665;0,010616062;0,010555802;0,010495885;0,010436308;0,010377069;0,010318166;0,010259597;0,010201361;0,010143456;0,010085879;0,010028629;0,0099717041;0,0099151022;0,0098588216;0,0098028605;0,009747217;0,0096918893;0,0096368758;0,0095821744;0,0095277836;0,0094737015;0,0094199264;0,0093664566;0,0093132902;0,0092604257;0,0092078612;0,009155595;0,0091036256;0,0090519511;0,0093167712;0,015904477;0,031485455;0,044622426;0,048385208;0,048110561;0,047837473;0,047565936;0,04729594;0,047027476;0,046760536;0,046495112;0,049040803;0,061709666;0,095951676;0,1564958;0,22478591;0,26236473;0,27090515;0,28135991;0,29166099;0,2945554;0,29288343;0,29122095;0,28956791;0,28792425;0,28628992;0,28466486;0,28304903;0,28144238;0,27984484;0,27825637;0,27667692;0,27510643;0,27354486;0,27199215;0,27044825;0,26891312;0,2673867;0,26586895;0,26435981;0,26285924;0,26136718;0,2598836;0,25840843;0,25694164;0,25548318;0,25403299;0,25259103;0,25115726;0,24973163;0,24831409;0,2469046;0,24550311;0,24410957;0,24272394;0,24134618;0,23997624;0,23861408;0,23725964;0,23650465;0,2419936;0,25218412;0,26040868;0,26284727;0,26135528;0,26177505;0,27254666;0,2843153;0,2886326;0,28818704;0,28655122;0,28492468;0,28330738;0,28169925;0,28010026
"Random Forest";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0026215804;0,024520096;0,068586376;0,10051677;0,11172981;0,13605348;0,17038669;0,19354211;0,19897216;0,19784274;0,19671974;0,19560311;0,19449282;0,19338883;0,1922911;0,19119961;0,1947147;0,22597157;0,285315;0,3170631;0,32097172;0,3191498;0,31733823;0,31553694;0,31374587;0,31196497;0,31019418;0,30843344;0,30668269;0,30494189;0,30321096;0,30148986;0,29977853;0,29807691;0,29638495;0,29470259;0,29302979;0,29136648;0,28971261;0,28806813;0,28643298;0,28480711;0,28319048;0,28158302;0,27998468
"This Will Destroy You";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0025369181;0,024258705;0,080527823;0,11623139;0,12135165;0,12066283;0,11997792;0,11929689;0,11861974;0,11794642;0,11727693;0,11661123;0,1217919;0,14822052;0,19077494;0,21599635;0,21905988;0,21781645;0,21658006;0,2153507;0,21412832;0,21291287;0,21170432;0,21050264;0,20930777;0,20811969;0,20693835;0,20576372;0,20652702;0,21716394;0,23617383;0,2448023;0,24464648;0,24325781;0,24187701;0,24050406;0,23963944;0,24859397;0,27807991;0,3014369;0,30573957;0,30400411;0,30227851;0,3005627;0,29885663;0,29716025;0,29547349;0,29379631;0,29212865;0,29047045;0,28882167;0,28718225;0,28555213;0,28393126;0,2823196;0,28071708;0,27912366
"Pain";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00010213865;0,0021735248;0,0064484011;0,010018451;0,013768617;0,026314783;0,053209293;0,08358096;0,10004681;0,10604232;0,11101606;0,11616312;0,11948635;0,12020671;0,11952438;0,11884593;0,11817133;0,11750056;0,1168336;0,11617042;0,11551101;0,12056779;0,1501276;0,20095566;0,233846;0,2404319;0,23958996;0,23822999;0,23687773;0,23670945;0,24011597;0,24518464;0,24749005;0,24658561;0,24518593;0,2437942;0,24241036;0,24103438;0,23966621;0,2383058;0,23801706;0,24101777;0,24652692;0,25376659;0,26485152;0,27757672;0,28173878;0,28013956;0,27854942;0,2769683;0,27539616;0,27383294;0,2722786;0,27073308;0,26919633;0,2676683;0,26614895;0,26463822;0,26313607;0,26164244;0,2601573;0,25868058;0,25721224;0,25575224;0,25430053;0,25285705;0,25142177;0,24999464;0,24857561;0,24716463;0,24576166;0,24436666;0,24297957;0,24160036;0,24022898;0,23886538;0,23750952;0,23616135;0,23649116;0,24091285;0,24644141;0,24901329;0,248271;0,24686175;0,2454605;0,24406721;0,2446124;0,26089024;0,29152808;0,30902782;0,31139702;0,30962946;0,30787192;0,30612436;0,30438672;0,30265895;0,30094098;0,29923277;0,29753424;0,29584537;0,29416607;0,29249631;0,29083603;0,28918517;0,28754369;0,28591152;0,28428861;0,28267492;0,28107038;0,27947496;0,27788859;0,27631122
"Feuerschwanz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00086967219;0,0067040803;0,017836919;0,027854068;0,034008193;0,038150613;0,040997982;0,041826498;0,04158908;0,04135301;0,04111828;0,040884882;0,040652809;0,040422054;0,040192608;0,039964465;0,039737617;0,039512056;0,062142862;0,14523633;0,24909181;0,30643089;0,31344951;0,31167029;0,30990117;0,3081421;0,306393;0,30465384;0,30292455;0,30120507;0,29949536;0,29779535;0,29610499;0,29442422;0,292753;0,29109126;0,28943895;0,28779602;0,28616242;0,28453809;0,28292298;0,28131704;0,27972021;0,27813245;0,2765537;0,27498391;0,27342304;0,27187102;0,27032781;0,26879336;0,26726762;0,26575055;0,26424208;0,26274218;0,26125078;0,25976786;0,25829335;0,25682721;0,2553694;0,25391986;0,25247855;0,25104541;0,24962042;0,24820351;0,24679464;0,24539378;0,24400086;0,24261585;0,2412387;0,23986937;0,23850781;0,23715398;0,23580784;0,23446933;0,23313843;0,23181507;0,23049923;0,22919086;0,22788992;0,22659636;0,22531014;0,22403122;0,22275957;0,22149513;0,22023786;0,21898774;0,21774471;0,21650874;0,21527978;0,2140578;0,21284275;0,2116346;0,21043331;0,20923884;0,21763374;0,24198906;0,27332713;0,29267238;0,29650346;0,29512471;0,29344951;0,29178381;0,29012758;0,28848074;0,28684325;0,28521506;0,28359611;0,28198634;0,28038572;0,27879418;0,27721167;0,27563815
"Benny Blanco";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0042133244;0,019615205;0,043934757;0,070035391;0,098478415;0,15100609;0,21697233;0,26357782
"Ariana Grande";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0079736869;0,029665951;0,04902942;0,05866107;0,067962838;0,08024166;0,08879542;0,090450107;0,08993669;0,089426187;0,088918581;0,088413857;0,087911998;0,087412987;0,086916809;0,086423448;0,085932887;0,08544511;0,084960102;0,084477847;0,08399833;0,083521535;0,083047445;0,082576047;0,082107325;0,081641263;0,082826588;0,093568782;0,11342612;0,12345077;0,12430638;0,12360079;0,1228992;0,12220159;0,12150795;0,12081824;0,12013244;0,11945054;0,11877251;0,11809833;0,11763588;0,12170536;0,13226493;0,14553008;0,15157678;0,15071639;0,14986089;0,14901024;0,14816442;0,1473234;0,14648716;0,15100828;0,17606414;0,21854413;0,25959181
"Les Friction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,017704408;0,11081019;0,27967212;0,36900298;0,37666392;0,37452588;0,37239998;0,37028614;0,36818431;0,3660944;0,36401636;0,36195011;0,35989559;0,35785273;0,35582147;0,35380174;0,35179347;0,3497966;0,34781107;0,34583681;0,34387375;0,34192184;0,339981;0,33805119;0,33613232;0,33422435;0,33232721;0,33044084;0,32856517;0,32670016;0,32484572;0,32300182;0,32116838;0,31934535;0,31753266;0,31573027;0,3139381;0,31215611;0,31038424;0,30862242;0,3068706;0,30512873;0,30339674;0,30167458;0,2999622;0,29825954;0,29656655;0,29488316;0,29320933;0,291545;0,28989012;0,28824463;0,28660848;0,28498162;0,28336399;0,28175555;0,28015623;0,278566;0,27698479;0,27541255;0,27384924
"U2";0;0;0;0;0;0;0;0;0;9,0707131e-05;0,0044804519;0,016329275;0,029946414;0,037355074;0,038136343;0,037919872;0,037704629;0,037490608;0,037277802;0,037066204;0,036855807;0,036646604;0,036438589;0,036231754;0,036026094;0,0358216;0,035618268;0,03541609;0,035215059;0,03501517;0,035442845;0,03842227;0,043189462;0,045659822;0,0457861;0,045526207;0,045267789;0,045010837;0,044755345;0,044501302;0,044248701;0,043997535;0,043747794;0,04349947;0,043252556;0,043007044;0,042762925;0,042520192;0,042278837;0,042038852;0,041800229;0,04156296;0,041327038;0,041092456;0,040859205;0,040627278;0,040396667;0,040167365;0,039939365;0,03971266;0,039487241;0,039263101;0,039040234;0,038818632;0,038598288;0,038379194;0,040325924;0,046198245;0,053555187;0,057173186;0,057182489;0,05792185;0,061944823;0,06843399;0,076527965;0,088450835;0,10240499;0,10783017;0,10904942;0,14468511;0,2100647;0,26566284;0,2866802;0,28505294;0,2834349;0,28460324;0,29239228;0,30729031;0,31884414;0,31843641;0,31662888;0,31483162;0,31304456;0,31126764;0,3095008;0,307744;0,31323758;0,32793748;0,34254693;0,34837946;0,3467248;0,3447567;0,34279978;0,34085396;0,33891919;0,3369954;0,33508253;0,33318052;0,3312893;0,32940882;0,32753901;0,32567982;0,32383118;0,32199303;0,32016532;0,31834798;0,31654096;0,31474419;0,31295763;0,3111812;0,30941486;0,30765854;0,30591219;0,30417576;0,30244918;0,3007324;0,29902537;0,29732803;0,29564032;0,29396219;0,29229359;0,29063446;0,28898474;0,28734439;0,28571336;0,28409158;0,282479;0,28087558;0,27928126;0,27769599;0,27611972;0,27455239;0,27299396
"Emeli Sandé";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00015810061;0,0034774985;0,011293387;0,017887128;0,019793631;0,019681277;0,019569562;0,01945848;0,019348029;0,019238204;0,019129004;0,019020423;0,018912458;0,018805106;0,018698364;0,018592227;0,018486693;0,018381758;0,018277418;0,018173671;0,018070513;0,01796794;0,017865949;0,017764538;0,017663702;0,017563438;0,017463744;0,017364615;0,017266049;0,017168043;0,017070593;0,016973696;0,016877349;0,016781549;0,016686293;0,016591577;0,020385106;0,029949313;0,04072086;0,046449865;0,046610517;0,046345944;0,046082873;0,045821295;0,045561202;0,045302585;0,045045437;0,044789747;0,04453551;0,044282715;0,044031355;0,043781422;0,043532908;0,043285804;0,043040103;0,043027638;0,051916594;0,10274409;0,19271095;0,26294759;0,29231233;0,29553327;0,29385575;0,29218775;0,29052922;0,2888801;0,28724034;0,2856099;0,2839887;0,28237671;0,28077387;0,27918013;0,27759543;0,27601973;0,27445297;0,27289511
"Fort Minor (Featuring Black Thought Of The Roots And Styles Of Beyond)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01952949;0,10500439;0,24250506;0,34297187;0,37550124;0,37747175;0,37532913;0,37319866;0,37108029;0,36897395;0,36687956;0,36479706;0,36272638;0,36066746;0,35862022;0,3565846;0,35456054;0,35254796;0,35054681;0,34855702;0,34657852;0,34461126;0,34265516;0,34071016;0,3387762;0,33685323;0,33494116;0,33303995;0,33114953;0,32926985;0,32740083;0,33212818;0,34559184;0,35703209;0,35982323;0,35790743;0,35587586;0,35385581;0,35184724;0,34985007;0,34786423;0,34588967;0,34392631;0,3419741;0,34003297;0,33810286;0,3361837;0,33427544;0,33237801;0,33049134;0,32861539;0,32675009;0,32489537;0,32305119;0,32121747;0,31939416;0,3175812;0,31577853;0,31398609;0,31220382;0,31043168;0,30866959;0,3069175;0,30517536;0,30344311;0,30172069;0,30000805;0,29830513;0,29661187;0,29492823;0,29325414;0,29158956;0,28993443;0,28828869;0,28665229;0,28502518;0,2834073;0,28179861;0,28019905;0,27860857;0,27702712;0,27545464;0,2738911;0,27233642
"Bea Miller";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028061881;0,016273693;0,036753182;0,069624535;0,11855445;0,17056627;0,20501048;0,21200138;0,210798;0,21930647;0,24417163;0,26663717;0,27732402;0,27812713;0,27654841;0,27497866;0,27341781;0,27186582
"Lena";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00054044345;0,0032807208;0,0072676284;0,0097564456;0,010187342;0,010129516;0,010072019;0,010014847;0,0099580005;0,0099014764;0,0098452732;0,0097893889;0,0097338219;0,0096785703;0,0096236323;0,0095690062;0,0095146901;0,0094606823;0,0094069811;0,0093535848;0,0093004915;0,0092476996;0,0091952073;0,009143013;0,009091115;0,0090395115;0,008988201;0,0089371817;0,008886452;0,0088360103;0,0087858549;0,0087359842;0,0086863966;0,0086370904;0,0085880641;0,0085393161;0,0084908448;0,0084426487;0,0083947261;0,0083470755;0,0082996954;0,0087552036;0,015964968;0,044089388;0,098532194;0,16604914;0,22024518;0,24917754;0,2711224;0,29851745;0,32548761;0,3316846;0,32980187;0,32792983;0,32606842;0,32421757;0,32237723;0,32054734;0,31872783;0,31691865;0,31511975;0,31333105;0,3115525;0,30978405;0,30802564;0,3075286;0,31260383;0,32241305;0,3300274;0,33054789;0,32867162;0,326806;0,32495097;0,32310646;0,32127243;0,31944881;0,31763554;0,31583256;0,31403981;0,31225724;0,31048479;0,3087224;0,30697002;0,30522758;0,30349503;0,30177232;0,30005938;0,29835617;0,29666263;0,29497869;0,29330432;0,29163945;0,28998403;0,28833801;0,28670133;0,28507394;0,28345579;0,28184683;0,28024699;0,27865624;0,27707452;0,27550178;0,27393796;0,27238302;0,2708369
